company_name,job_title,job_description,job_location/city,job_location/country,job_salary/estimated,job_salary/pay_period,job_posted_date
Uniting,Data Intelligence and Analytics Lead,"Data Intelligence and Analytics Lead - Full time perm role - Sydney CBD - hybrid work model

 * Lead transformative data initiatives, drive strategic decision-making by transforming raw data into actionable insights.
 * Collaborate closely with Marketing and Sales teams to enhance performance reporting and drive business outcomes.
 * Make a difference, work in a supportive environment where your efforts directly contribute to positive change in communities.
 * Enjoy a competitive remuneration package and up to $18,550 NFP salary packaging.

At Uniting, we are committed to creating positive change in the world. We believe in inspiring individuals, empowering communities, and standing against injustice. Our unwavering focus is always on the people we serve, meeting them at every stage of life's journey.

Role Overview: As the Data Intelligence and Analytics Lead, you will spearhead our data-driven initiatives, collaborating closely with our Marketing and Sales teams to enhance performance reporting and drive strategic decision-making. You'll be instrumental in transforming raw data into actionable insights, working within a collaborative environment to shape the future of data intelligence and analytics within our organisation.

It is expected that you'll be in the office 3 days per week.

Key Responsibilities:

 * Develop and execute a comprehensive data and intelligence strategy to support marketing and sales performance metrics.
 * Collect, analyse, and interpret datasets to extract valuable insights.
 * Collaborate with cross-functional teams to define key performance indicators (KPIs) and establish benchmarks for success.
 * Design and implement data visualisation tools and dashboards to communicate analytical findings to stakeholders.
 * Identify opportunities to leverage data for predictive modelling and enhance customer segmentation strategies.
 * Drive data quality initiatives to ensure accuracy, consistency, and reliability of marketing and sales data.
 * Collaborate with IT teams and external agencies to optimise data infrastructure and ensure scalability via standardised dashboards.
 * Manage team forecast and expenditures in accordance with agreed plans, timelines, and executive expectations.
 * Participate in and contribute to the performance analysis of marketing campaigns.

Qualifications & Experience:

 * Bachelor's or advanced degree in Data Science, Statistics, Computer Science, or related field.
 * Minimum 3-5 years of commercial experience in BI analysis and insights, with a focus on reporting, analysis, planning, and introducing new technologies/frameworks.
 * Proven experience in a similar role with analytics as a core focus.
 * Strong analytical and quantitative skills, proficiency in data visualisation tools (e.g., Power BI), and advanced usage of Microsoft Tools (PowerPoint, Excel).
 * In-depth knowledge of marketing and sales processes, with the ability to align data strategies with business objectives.
 * Proficiency in data manipulation tools and excellent communication skills to convey complex insights to non-technical stakeholders.

PD Data Intelligence and Analytics Lead.docx

Benefits:

 * Competitive remuneration package.
 * Up to $18,550 NFP salary packaging available.
 * Fitness Passport.
 * Purchase of additional leave.
 * Extensive opportunities for professional growth.
 * Flexible work hours for work-life balance.
 * Supportive and inclusive work environment.

How to Apply: Please attach your CV and a brief cover letter and apply today.

For all enquiries, please contact Louise Massie via email at mmassie@uniting.org

We encourage applications from individuals who identify as Aboriginal or Torres Strait Islander. Employment with Uniting is subject to satisfactory background checks, including a National Police Check and Reference Checks.

Join us in making a meaningful difference and advancing the cause of social justice. Apply now and be part of our dedicated team at Uniting NSW.",sydney,australia,True,hourly,2024-02-15T00:00:00
Hudson Global,Project Manager AI - Machine Learning,"Seeking an Innovative Project Manager for an AI Machine Learning Inflight Project Are you passionate about pioneering advancements in AI and machine learning? Do you thrive in dynamic environments where innovation is the norm? If so, we have an exciting Project for you to deliver!

We are currently seeking a skilled Project Manager to spearhead our clients groundbreaking AI machine learning inflight project. As a Project Manager, you will play a pivotal role in driving this project forward, utilizing Agile methodologies to collaborate effectively with the vendor, developers, and the DevOps team.

Key Responsibilities:

 * Project Leadership: Lead the project from inception to delivery, ensuring alignment with strategic objectives and timelines.

 * Agile Methodology: Implement and optimize Agile methodologies to promote flexibility, collaboration, and rapid iteration.

 * Stakeholder Management: Facilitate communication and collaboration between DevOps teams, vendors, and internal subject matter experts (SMEs).

 * Risk Management: Proactively identify and mitigate risks to ensure project success and continuity.

 * Quality Assurance: Oversee the quality assurance process to maintain high standards of performance and reliability.

Requirements:

 * Proven experience as a Project Manager, preferably in SDLC, AI, machine learning, or related fields.
 * Proficiency in Agile methodologies and tools (e.g., Scrum, Kanban).
 * Strong communication and interpersonal skills, with the ability to collaborate effectively across teams.
 * Demonstrated ability to manage complex projects involving multiple stakeholders and deliverables.

Like to know more?

To be considered for this position, please submit your application using the appropriate link, ensuring a Microsoft Word version of your CV is attached. Alternatively, for a confidential discussion, please contact Steve Webber via email at steve.webber@hudson.com, quoting reference number 235756.

Your interest will be treated in the strictest of confidence.

",perth,australia,False,hourly,2024-02-12T00:00:00
SHIFT Global,Data Scientist - Risk,"COMPANY DESCRIPTION

At Shift, we’re business specialists dedicated to helping Australian SMEs take control of their cashflow, streamline trade terms and choose the right financial products.

We believe Australian businesses are the driving force behind our economy and are core to our communities. That’s why our business expertise, focus on relationships, and market-leading technology is at the core of everything we do.

Our unique approach to product innovation combined with our collaborative culture means you can build your career in a supportive environment. You’ll be joining a diverse team of over 250 people who are always looking to deliver better outcomes for Australian businesses.


JOB DESCRIPTION

We are seeking a dynamic Data Scientist to join our Product Development team. The primary responsibility of this role is to drive consistently high performance in our risk modelling operations through a sharp focus on data science. You will be instrumental in implementing new capabilities and upgrades, ensuring that our products stay ahead of the curve. A significant part of the role involves testing new features, requiring a meticulous and analytical approach. This role is heavily weighted towards computational skills (python, sql, and other data science tools). We are looking for someone experienced yet adaptable with innovative thinking with practical execution.

What you'll do:




 * Ensure High Performance in PD: Spearhead initiatives to enhance the performance of the Product
 * Develop team, with a strong emphasis on data-driven strategies and solutions.
 * Implement New Capabilities: Actively participate in the development and implementation of new features and upgrades, ensuring our products are innovative and competitive.
 * Feature Testing: Conduct thorough testing of new features to guarantee they meet our high standards for quality and functionality.
 * Focus on Computational Skills: Leverage advanced computational skills to contribute to the team, complementing the existing credit contributors with a unique, technical skill set.
 * Adaptability and Innovation: Demonstrate the ability to adapt to evolving product development needs while bringing innovative ideas to the table, balancing experience with flexibility in approach.


QUALIFICATIONS

What you’ll bring:

 * 1-3 years in a modelling or data role
 * Strong team player with the ability to work autonomously, attention to detail, adaptability, client focus
 * Experience using python, sql, and other data science tools


ADDITIONAL INFORMATION

 * Collaborative teams – a flat structure means everyone can learn from colleagues and senior leaders around the business.

 * Be involved – come together with all of your colleagues every 100 days to share the product and technology roadmap and business strategy.
 * Flexible working environment – we’re headquartered in North Sydney with state-based workplaces and offer a flexible work policy.
 * Family support – industry leading 26 weeks paid parental leave.
 * Varied workspaces – our office enables areas for collaboration, brainstorming and socialising as well as focus zones.
 * Range of benefits – supporting your physical, psychological and financial wellbeing.",north sydney,australia,False,hourly,2024-02-08T00:00:00
,Senior Applied Scientist - Autonomous AI agents,"We invite you to join NinjaTech AI as a Senior Applied Scientist to lead our efforts in data science and ML performance domains, as we innovate together to use LLMs as autonomous agents.

About us:

NinjaTech AI is a generative AI company, based in Palo Alto. We are building autonomous personal AI to save working professionals time and money by taking over administrative tasks that presently take up 30% of their time.

Join a strong founding team of ex-Google, ex-Meta and ex-AWS engineers, scientists and product managers while our startup is still in the seed round of funding: an excellent time to join us as we build an innovative AI product from the ground up!

About you:

You would be a great fit if you have experience in practical R&D and ML modeling, experimenting with various model architectures with the ultimate goal of achieving the highest accuracy of the ML output possible. It’d be ideal if you are experienced with the latest ML algorithms and LLMs and have a publication record in top-tier conferences.

About the role:

You will report directly to the Chief Science Officer and your insights and expertise will significantly influence the technical direction, design, and implementation of our Conversational AI product. You will collaborate with our CSO, CTO, CEO, ML Engineers, Product Managers, and talented software developers to build and integrate various AI technologies. You will have ownership in these areas of your work:

 * Research, design, experiment with, and build high-accuracy ML models, focusing on surveying state-of-the-art publications on Autonomous agents. Find ways to reproduce cutting-edge innovations and build upon research findings to enhance our Conversational AI product.

 * Apply advanced ML techniques to analyze complex datasets, extract meaningful insights, and develop predictive models to improve our LLM’s accuracy and performance.

 * Devise and implement data augmentation techniques to improve the training and performance of our LLMs.

 * Build rapid prototypes and proof of concepts to turn ideas into our product’s features and infrastructure.

 * Stay up-to-date with the latest advancements in AI, DL and ML, and propose ways to apply cutting-edge techniques to improve our LLMs, algorithms, and overall system performance.

 * Design, organize, and analyze complex and large-scale datasets using tools from advanced statistics to generate insights that will help to guide engineering and business decisions.

 * Work with the engineering teams to determine and prepare useful data sets for model training and testing.

 * Collaborate with cross-functional teams including engineering, product, and design to design new product features.

We offer a highly collaborative, iterative, and team-oriented hybrid work environment: we work on-site at least 3 days a week. We get a lot done when we ideate together and iterate quickly. Our velocity, scientific rigor and engineering excellence are exceptional.

Requirements:

 * PhD or Master’s degree in science.

 * Strong understanding of data structures, data modeling, database systems, software architecture, algorithms, and run-time analysis.

 * Deep knowledge of math, probability, statistics and algorithms.

 * Nice to have: familiarity with deep learning-based NLP models such as BERT, OpenAI GPT-2/3, and other transformers.

 * Relevant professional experience in Natural Language Understanding, Open Domain Question Answering, Text Classification, Information Retrieval, or Knowledge Extraction.

 * Familiarity with machine learning frameworks like PyTorch and relevant libraries.

 * Able to solve real–world problems using cutting–edge ideas and independent research

 * Analytical and problem-solving skills for design, creation and testing of custom software

 * Adept at adapting academic ideas and theoretical algorithms into a production system.

Benefits:

NinjaTech AI offers excellent benefits:

 * Annual Health insurance subsidy

 * Superannuation

 * Paid Time Off (Vacation, Sick & Holidays)

 * Paid lunches when you work on-site

 * Stock Option Plan

Compensation Range: A$180K - A$250K",sydney,australia,False,hourly,2024-02-07T00:00:00
"Winc, Inc.",AI DATA SCIENTIST/ ENGINEER,"Date: 6 Feb 2024

Location: Mascot, NSW, AU, 2020

Company: Winc Australia


ABOUT US






Winc is a company that exists to inspire millions of people in Australia with new and better ways to work and learn. From office, school, facilities and safety essentials, services like print and marketing, to demonstrating what more is possible with our technology and workspace solutions, Winc has a wide product range that can be tailored to our customers’ needs.


ROLE PURPOSE






We are seeking a highly skilled and passionate AI Data Scientist / Engineer to join our Customer Experience team. This role requires a unique blend of data science and data engineering skills, coupled with an innovative mindset. The ideal candidate will be instrumental in building, fine-tuning, retrieval augmenting/grounding and integrating AI models into our business processes, driving both efficiency and quality in our operations.




Reporting to the Head of CX Analytics, AI and Optimisation with a dotted line to the Analytics Data Centre of Excellence Manager, this position will play a critical role in advancing the AI capabilities within the CX function.


KEY ACCOUNTABILITIES





 * Design, develop, and implement data models and algorithms to solve complex business problems.
 * Fine-tune pre-trained generative AI models (such as those developed by OpenAI) to build bespoke AI assistants based on our company’s data; and/or to integrate into our business systems to automate / streamline / optimise existing processes.
 * Prepare data for model building and/or training.
 * Provide support and expertise in designing, conducting, and analysing A/B tests to evaluate the impact of changes in our systems or products.
 * Ensure the integrity and security of data used in AI models.
 * Work closely and under the guidance of the Analytics Data Centre of Excellence Manager to develop and refine AI solutions and conduct pilots.
 * Collaborate with the BI and IT teams as needed to integrate production-ready AI solutions with business systems.
 * Document and present model development processes, results, and insights to both technical and non-technical stakeholders.


WHAT WE LOOK FOR





 * Bachelor’s/Master’s degree in Computer Science, Data Science, Engineering or related fields.
 * Familiarity with data modelling, data warehousing, and building ETL pipelines.
 * Experience using common data science toolkits such as SciPy, R, Matlab and/or Weka
 * Data Mining Distributed databases and query languages and/or general map reduce computing: Hadoop, Spark etc.
 * Information retrieval and data wrangling.
 * Demonstrated experience in conducting and analysing A/B tests.
 * Proficiency in programming languages such as Python, R, or Java.
 * Proficiency in SQL for data querying, manipulation, and analysis.
 * Excellent problem-solving and analytical skills.
 * Exceptional interpersonal and communication skills, including the ability to describe the logic and implications of a complex model to all types of business partners.
 * Experience in visualising/presenting data for stakeholders.
 * Passionate about AI and its potential to revolutionise business processes.
 * Innovative thinker with a continuous improvement mindset.
 * Strong ethical stance on data privacy and security.




Preferred Skills

 * Data visualisation skills in Tableau would be highly regarded.
 * Experience with AI and machine learning, specifically in integrating pre-trained generative AI models into business systems.
 * Experience with cloud platforms such as AWS, Azure, or Google Cloud, including hands-on experience in deploying AI solutions on the cloud and ensuring data security and compliance.


WORKING WITH WINC





 * We believe we’re better and smarter together and our values reflect our commitment to creating a welcoming, diverse and inclusive environment.
 * We all reap the rewards of diversity with gender equity across teams, senior management and internal promotions as just the beginning.
 * We are committed to First Nations empowerment and support and clear on our responsibility to take action to address the imbalance in opportunities.
 * We are focused on working towards a more sustainable future with our Winc Social Agenda - our plan to make a difference across six pillars of social responsibility (Safe Work Practices, Gender Equity, First Nations Empowerment and Support, Climate Change, Responsible Packaging/Management of Waster and Ethical Sourcing).



Apply now »
",mascot,australia,True,hourly,2024-02-06T00:00:00
Charterhouse Partnership,Senior Machine Learning Engineer,"Senior Machine Learning Engineer


Looking to speak to all engineers with a passion for machine learning to work alongside engineering and product teams to design, build and productionise machine learning models to assist in solving different business challenges.


 * Senior ML Engineer
 * Sydney / Hybrid
 * Permanent Position
 * Salary - $160,000 - $175,000
 * SQL, Python, PowerBI, Cloud Data Platforms, ETL Technologies preferred



The day to day of the ML Engineer:


 * Work closely with data scientists and data engineers to support them to develop ML models along with mentoring others with best practice.
 * Work with various stakeholders (e.g. data scientists, customer success, and leadership teams) to educate and address infrastructure related requirement
 * Independent of your own data science model development
 * Scaling, productionising, and performance tuning machine learning systems - including real time prediction system.
 * Develop data structures that can perform in real-time with user interaction on large underlying data sets
 * Design and implementation of Big Data and Machine Learning platforms, pipelines and tooling



About you:


 * 5+ years of relevant working experience
 * Good understanding of machine learning algorithms and their applications
 * Experience in SQL
 * Coding experience in at least one modern programming language (Python, C#, Scala, Java)
 * Experience in writing high quality and efficient python code with good software engineering practices.
 * Experience in designing, developing, deploying, and maintaining machine learning systems in cloud environments such as Google Cloud Platform (GCP)
 * Experience in performance tuning machine learning pipelines to be efficient, reliable, and scalable.




If this seems like the right fit for you, please apply through the link or get in contact with sophieb@charterhouse.com.au",fortitude valley,australia,False,hourly,2024-01-17T00:00:00
VALD,Data Scientist,"VALD is the world leader in technology for the allied health industry, providing innovative human-measurement technology to 4,500 clients in over 100 countries. If you have a favorite team in the NBA, EPL, or NFL, there's a good chance they use VALD Technologies.

Years on from its humble beginnings in Brisbane, Australia, VALD has grown to a team of over 220 team members in 29 countries, with three offices across Australia, the UK and USA.

Driven by a multidisciplinary team of researchers, clinicians, sports scientists, designers, developers and engineers, VALD's suite of systems offer unparalleled insight into human movement, performance, injury risk and rehabilitation.

About the role

VALD is building the world's largest musculoskeletal database, with over two billion data points and counting. Using this data, we can help practitioners to objectively assess patients' progress and make more accurate, data-informed treatment decisions. We are looking for an experienced data scientist to join our growing team and build the technical foundations for VALD's future growth.

In this role, you will:

 * Aggregate millions of test results into a repository of normative data so that practitioners can easily compare their patients' performance to a reference group.
 * Maintain our existing monitoring reports and develop new dashboards in Power BI as needed.
 * Partner with the Data Engineering team to ensure the company's data models are fit for purpose.
 * Develop and implement A/B experiments to support informed decision-making within the Product team.
 * Support VALD's commercial strategy by conducting market analyses and identifying areas of opportunity.
 * Be a trusted partner for the Product, Client Services, Marketing, and Support teams.
 * Prototype machine learning models in outlier detection, computer vision and other relevant areas.

Is this you?

This role is a fantastic opportunity within a fast-growing team. It's suited to someone with a positive attitude who thrives in a fast-paced, high-pressure environment. The ideal candidate will bring:

 * Hands-on experience in using data analytics to solve commercial problems.
 * Proficiency in Excel, SQL, Python, R, and BI software (e.g., Power BI, Tableau, Looker, or Qlik).
 * Tertiary qualifications in mathematics, statistics, engineering, or a related discipline.
 * Strong written and verbal communication skills.
 * High attention to detail.
 * Ability to handle ambiguity and thrive in a startup environment.
 * Desire to deliver solutions in the human movement domain.

Why VALD?

An opportunity to be part of revolutionizing the health and performance industries is just the beginning when you join VALD. Named in LinkedIn's Top 25 Startups for 2022 in Australia, VALD's best asset is not our technology but our people and culture.

We have a range of benefits we offer to our team, such as:

 * The opportunity to work in a company that is redefining allied healthcare.
 * Learn from a range of high-performing individuals and teams across a range of disciplines.
 * Be part of a down-to-earth, inclusive and vibrant team.
 * Chefs that prepare you delicious fresh breakfast and lunch.
 * On-site barista to make your coffee just as you like it.
 * Team gym, masseuse, and access to physiotherapy and exercise physiology services.

Diversity & Inclusion Commitment

VALD's best asset is not our technology but our people and culture. A culture of inclusion and diversity is critical to our business. We know diverse teams perform better. It's not a separate initiative – we aim to embed inclusion and diversity in everything we do. We are committed to fostering an inclusive work environment and embracing diversity, including gender, nationality, disability, age, marital/parental status, ethnicity, gender identity, socioeconomic background and sexual orientation. We welcome applications from people from all backgrounds.

Apply now

In your cover letter, please share with us why you think your experience is relevant to this role and how this opportunity fits into your longer-term career goals. We can't wait to meet you and discuss what a career with VALD could look like for you!

Successful applicants will be subject to background checks (including identity and criminal record)",brisbane,australia,True,hourly,2024-02-12T00:00:00
Virtual Gaming Worlds,Data Science Manager (Risk),"Data Science Manager (Risk)

VGW is a fast-growing technology company and creator of market-leading online social games. With offices around the globe, we're on a mission to be the biggest gaming company in the world!

We have a brand new role for a Data Science Manager (Risk) to join our Data Science team.

Are you ready to take the reins of data science innovation and lead a dynamic team toward delivering cutting-edge solutions? We are seeking a seasoned Data Science Manager who will bring both technical prowess and exceptional leadership skills to the forefront. In this role, you will leverage your extensive knowledge in graph networks and/or computer vision to guide and inspire a team of talented individuals, driving the creation of robust and reliable data science solutions to solve defined problems within the risk business functions.

Note: We are open for this role to be hybrid or office-based in our Perth or Sydney office locations or remote in Australia.

Key responsibilities will include:

 * Influencing/driving the vision, in-line with stakeholders of data science application within the business for the risk or product/growth functions and business units
 * Challenges the status quo for continual improvement of model application, advancement of methodologies
 * Utilises a diverse and deep knowledge of data science topics to scope problem statements
 * Enables team members to run design (scoping) sessions with stakeholders to discuss all the possible solutions to a defined problem.
 * Displays a deep understanding of more than two data science related topics, such as inferential statistics, recommendation systems, etc.. and how to apply them within a business context to derive value
 * Utilises their depth and breadth of knowledge to rapidly prototype scoped solutions, with a learn fast mindset
 * Leads primarily by example. Writes quality code, thought leadership when it comes to solutions and data science topics, models good behaviour in social engagementsCoaches and mentors other team members on approaching problem statements, application of frameworks and best practices

What you will bring to the role:

 * A quantitative degree in Computer Science, Data Science, Applied Statistics, Engineering or similar
 * 5+ years experience in a data science orientated role, with at least 2 people in a senior people leading position
 * Displays an understanding of at least one branch of inferential statistics, multiple topics of machine learning and how to apply them appropriately within a business context
 * You have experience in the full lifecycle of developing, deploying and maintaining machine learning models in cloud environments (e.g. Databricks, GCP)
 * You are proficient with languages: Python and SQL
 * Able to describe technical concepts and topics to laymen stakeholders
 * Must have persistence, good interpersonal skills, technical acumen, and hustle.

About VGW

VGW has been disrupting the online gaming world since 2010 and we're only getting started. We've assembled an incredibly talented global team who bring their passion, energy and expertise to build games that people love.

At VGW, we have a modern approach to getting work done and a focus on creating an environment where amazing people can do amazing work. That means giving you the flexibility you need, providing spaces that will keep you comfortable and finding opportunities for you to keep learning and growing.

Find out more at www.vgw.co

If you want to join a team that does things differently apply today and we look forward to seeing what you can bring to our team.

Why VGW?

We are on a huge mission to become the biggest gaming company in the world. As we grow to meet this goal, we need talented people rich in diversity to propel us forward. We truly believe the right mix of diversity and authenticity will be our winning hand.

We are committed to creating a diverse, engaging and inclusive culture for our people to shine, with a workplace that honours your experiences, perspectives, unique identity and passions. For those reasons, we encourage you to browse our employment opportunities and apply today. Please let us know of any accommodations you may need during the application process.




#LI-CJ2

#LI-Remote

Privacy Policy",australia,australia,False,hourly,2024-02-14T00:00:00
"Department of Energy, Environment and Climate Action",Senior Research Scientist - Applied Entomology & Integrated Pest Management (SciC),"JOB DESCRIPTION

Location: North West Region | Mildura

Job type: Full time

Organisation: Department of Energy, Environment and Climate Action

Salary: $106,534 - $128,897

Occupation: Science

Reference: VG/50959601

Supporting thriving, productive and sustainable communities, environments and industries, at DEECA we’re focused on creating a liveable, inclusive and sustainable Victoria with thriving natural environments where the community is at the centre of everything we do.

Agriculture Victoria Research (AVR) is seeking to recruit a Senior Research Scientist to develop and manage integrated pest management (IPM) projects of horticultural pests. Working as a Senior Research Scientist – Applied Entomology and Integrated Pest Management, Mildura, the position will provide high level leadership for innovative research associated with the development, evaluation and implementation of IPM tools and practices in nut and fruit orchards. The broad scope for this position includes development of AVR's IPM research capability, research and fieldwork on trapping and monitoring insect pests; assessment of crop damage; studies on pest ecology, biopesticides, biological control and crop hygiene; insect diagnostics and close liaison with industry. The position requires high-level applied expertise and in-depth knowledge of IPM in nut and fruit orchards, entomological skills, experience in scientific project development and management, stakeholder and industry engagement, and good inter-personal and written communication skills. Experience in management and supervision of staff and PhD students is also required for this position. This role has a strong focus on the almond industry, supported by a collaborative project involving the almond industry and government researchers in Victoria, New South Wales and South Australia. The role also includes contributions to fruit fly research as part of a national market access project.

Specialist/Technical Expertise/Qualifications

 * A PhD and several years post-doctoral research experience in entomology and integrated pest management, with an international reputation in the field and publications in peer-reviewed journals.

The successful applicant will work effectively as a member of the Invertebrate & Weed Sciences Team, a multidisciplinary team of scientists within AVR. The position is based at DEECA's well-established Mildura laboratory and office complex which, together with a nearby experimental almond orchard, make up the Mildura SmartFarm. Here the successful applicant will enjoy flexible working arrangements and undertake a wide variety of work across the division.

This is a fixed term position available for a period of 2 years. The work location for this position is Irymple with hybrid work arrangements available.

To be considered for this position, applicants are encouraged to submit a resume and cover letter (no longer than 2 pages) summarising their skills and relevant experience.

For further information please refer to the attached position description.

Applications close at midnight on Sunday, 17 March 2024.

Other relevant information:

For this particular vacancy, priority consideration applies to Victorian Public Service (VPS) and select employees of the Victorian Public Sector who apply through the Jobs and Skills Exchange (JSE) jobs board platform.

Preferred candidates will be required to undertake pre-employment screening, including a Declaration and Consent form and a National Police Check.

A Diverse, Inclusive and Flexible Workplace

DEECA welcomes applicants from a diverse range of backgrounds and we focus on the essential requirements of the job and being consistent and fair in our treatment of all applicants. We also understand that a balanced life is important to our employees. Talk to us about our flexible options such as working some days from home, starting early or late, working part time, job sharing or accessing paid or unpaid leave.

For further information including the position description, key selection criteria and to apply visit www.careers.vic.gov.au",mildura,australia,False,hourly,2024-02-12T00:00:00
Redbubble,Senior Data Scientist,"Who is Redbubble

As the world's largest marketplace for independent artists, our purpose is to create and inspire new ways of experiencing connection and a sense of belonging for every person. From everyday things, to the very thing, we connect people to millions of designs on any product, on demand.

Welcome to a place that will celebrate your achievements, celebrate you solving the hard problems not just the fixes and celebrate you rapidly getting to the core of the issue rather than striving for the perfect answer.

The Role:

We’re looking for someone to join our Data team as our new Senior Data Scientist. As a Senior Data Scientist, you are responsible for helping identify, quantify, and measure opportunities within the Redbubble marketplace using a variety of data science and analytical techniques.

You will collaborate closely with technical and non-technical stakeholders of all levels of seniority while producing data artefacts ranging from models, pipelines, dashboards, experiments, and actionable insights.

Under a hybrid data function you can expect to spend time working in both embedded product/delivery teams as well as in a central/virtual data team alongside other data engineers, data analysts, and data scientists.

Key Responsibilities:

 * Owning data artefacts from inception through to production release and ongoing maintenance. This includes documenting insights, processes, business logic, system and data architectures for both new and existing artefacts.
 * Lead and execute analytical approaches, such as developing, training, and tuning machine learning models and other forms of analytical modelling (e.g., descriptive, predictive).
 * Design, execute, and analyse the results of experiments across varied business domains, while helping to continuously improve our experimental frameworks.
 * Building models and datasets within our platform architecture with an eye to maintainability for production models.
 * Collaborate with, coach, and lead others in the Engineering & Data communities on best practice data science methods and processes.
 * Leading discussions on data science approach, feasibility, and feature delivery.

What You’ll Bring:

 * Degree in Statistics, Computer Science, Decision Science, Mathematics, Information Management or another relevant field.
 * 5+ years experience in Data Science or similar.
 * Demonstrable experience in Python and SQL and familiarity with modern cloud data stacks, especially GCP, AWS, Airflow, DBT, etc.
 * Foundations of building scalable machine learning models.
 * Experience in experimentation (A/B testing, experimental design & sizing).
 * Data-driven with an understanding of statistical techniques and algorithms and how they can be used to solve complex or ambiguous problems.
 * Ability to balance time across multiple competing priorities and effectively manage your own workload.

What We Offer:

● A high trust culture based on mutual respect

● Exposure to independent artists

● Flexible working arrangements

● Personalised career planning

● Opportunity to work in a global organisation

● Equity in your package

● Monthly Wellness allowance

● Vouchers and discounts from our Redbubble website

We’re creatively inspired commerce. And that inspiration starts with you. With your drive for progress over perfection and your courage to come together in celebration of creativity over convention. You’re inspired by art and those who make it, and we’re inspired by you.

Life at Redbubble

Redbubble is a place where you are encouraged to bring your whole self to work and to always value creativity and compassion above all else. Having the courage to take risks, speak up, ask for help, and connect with others, is how we accomplish more together.

In the same way that we are deeply committed to unlocking infinite opportunities for artists, their customers and the fulfillers, we are dedicated to providing a truly trusting workplace where you can grow, thrive and boldly aim higher than you previously thought possible.

Job Types: Full-time, Permanent

Salary: From $110,000.00 per year

Experience:

 * Data science: 5 years (Preferred)

Work Authorisation:

 * Australia (Preferred)

Work Location: Hybrid remote in Melbourne, VIC 3000",melbourne,australia,False,hourly,2024-02-06T00:00:00
DroneShield Ltd,"ML / AI Software Engineer, Electronic Warfare","Company Description


DroneShield Ltd (ASX:DRO) is an Australian/US publicly listed company focusing on RF sensing, Artificial Intelligence and Machine Learning, Sensor Fusion, Electronic Warfare, Rapid Prototyping and MIL-SPEC manufacturing.

Our capabilities are used to protect Military, Government, Law Enforcement, Critical Infrastructure, Commercial and VIPs throughout the world.

Through our team of engineers we offer customers bespoke solutions and off-the-shelf products designed to suit a variety of terrestrial, maritime or airborne platforms.


Job Description


DroneShield is seeking a dedicated ML/AI Software Engineer to join the development team in Sydney. The position will report to the RF AI Team Lead. The role is centred around assisting DroneShield to develop and improve its machine learning technology in the radio frequency domain.

Responsibilities, Duties and Expectations

 * Generate procedures and tests to capture quality sensor data to leverage in machine learning models. This will include field testing and site/client site data capture.
 * Manage multi-domain data sets, data preparation and labelling.
 * Develop models to improve accuracy, efficiency, output, and insights.
 * Assist the software development team to implement models and provide input into how the output from this data is displayed to the user (GUI).
 * Document and maintain the code base supporting machine learning applications.
 * Assist the software/hardware development teams to make informed decisions about the future direction of a complex deployed system design.


Qualifications

 * BS degree in Computer Science, Mathematics, or similar technical field of study or equivalent practical experience.
 * Experience with C++ development and Python scripting.
 * Familiarity with machine learning libraries like Keras, TensorFlow or PyTorch, and Scikit-learn (Sklearn).
 * Ability to develop, benchmark and optimize machine learning models.
 * Ability to deploy and maintain production software systems running on embedded platforms.
 * Familiarity with heterogeneous computing principles and CUDA programming is favourable.
 * Familiarity with signal processing techniques is favourable.
 * Proficiency in collecting, curating, and pre-processing large amounts of data from different domains and with different latency requirements.
 * Ability to translate business logic and objectives into briefs, executing on those ideas by generating well-functioning analytical models.
 * Ability to work in a multidisciplinary team, communicating effectively with engineers from non-software / data science backgrounds.


Additional Information


Candidates must possess Australian citizenship and be willing to undergo the procedure for Australian Department of Defence Security Clearances.",haymarket,australia,True,hourly,2024-01-17T00:00:00
